job_number;submit_time;year;month;day;day_of_week;hour;minute;second;runtime;nodes_alloc;user;user_group;executable_num;hours;minutes;seconds;month.1;month.2;year.1;day_of_week.1
31979;5832497;1993;12;7;2;11;8;20;27;1;15;1;12;11;8;20;7;12;1993;2
31981;5832575;1993;12;7;2;11;9;38;24;1;15;1;12;11;9;38;7;12;1993;2
31983;5832589;1993;12;7;2;11;9;52;164;16;40;2;80;11;9;52;7;12;1993;2
31984;5832633;1993;12;7;2;11;10;36;22;1;15;1;9;11;10;36;7;12;1993;2
31985;5832675;1993;12;7;2;11;11;18;21;1;15;1;9;11;11;18;7;12;1993;2
31987;5832690;1993;12;7;2;11;11;33;33;16;40;2;80;11;11;33;7;12;1993;2
31988;5832716;1993;12;7;2;11;11;59;25;1;15;1;9;11;11;59;7;12;1993;2
31990;5832769;1993;12;7;2;11;12;52;193;16;40;2;80;11;12;52;7;12;1993;2
31991;5832805;1993;12;7;2;11;13;28;141;16;40;2;80;11;13;28;7;12;1993;2
31992;5832821;1993;12;7;2;11;13;44;90;1;15;1;12;11;13;44;7;12;1993;2
31993;5832914;1993;12;7;2;11;15;17;1703;16;60;1;80;11;15;17;7;12;1993;2
31994;5832932;1993;12;7;2;11;15;35;35;1;15;1;12;11;15;35;7;12;1993;2
31995;5832972;1993;12;7;2;11;16;15;196;4;15;1;19;11;16;15;7;12;1993;2
31996;5832992;1993;12;7;2;11;16;35;427;1;58;1;324;11;16;35;7;12;1993;2
31997;5832993;1993;12;7;2;11;16;36;175;2;15;1;20;11;16;36;7;12;1993;2
31998;5833034;1993;12;7;2;11;17;17;189;16;40;2;80;11;17;17;7;12;1993;2
31999;5833067;1993;12;7;2;11;17;50;206;16;40;2;80;11;17;50;7;12;1993;2
32000;5833219;1993;12;7;2;11;20;22;341;8;55;1;347;11;20;22;7;12;1993;2
32001;5833226;1993;12;7;2;11;20;29;43;4;15;1;19;11;20;29;7;12;1993;2
32002;5833252;1993;12;7;2;11;20;55;40;2;15;1;20;11;20;55;7;12;1993;2
32004;5833338;1993;12;7;2;11;22;21;301;4;15;1;19;11;22;21;7;12;1993;2
32005;5833360;1993;12;7;2;11;22;43;280;2;15;1;20;11;22;43;7;12;1993;2
32006;5833632;1993;12;7;2;11;27;15;22;1;51;1;324;11;27;15;7;12;1993;2
32008;5833710;1993;12;7;2;11;28;33;176;4;15;1;19;11;28;33;7;12;1993;2
32009;5833731;1993;12;7;2;11;28;54;154;2;15;1;20;11;28;54;7;12;1993;2
32010;5833988;1993;12;7;2;11;33;11;3322;32;56;1;-1;11;33;11;7;12;1993;2
32011;5834000;1993;12;7;2;11;33;23;27;2;23;1;27;11;33;23;7;12;1993;2
32013;5834088;1993;12;7;2;11;34;51;47;4;35;1;406;11;34;51;7;12;1993;2
32015;5834138;1993;12;7;2;11;35;41;12;2;23;1;27;11;35;41;7;12;1993;2
32016;5834179;1993;12;7;2;11;36;22;4;1;23;1;145;11;36;22;7;12;1993;2
32018;5834212;1993;12;7;2;11;36;55;6;1;23;1;145;11;36;55;7;12;1993;2
32019;5834219;1993;12;7;2;11;37;2;41;1;51;1;324;11;37;2;7;12;1993;2
32020;5834239;1993;12;7;2;11;37;22;38;2;23;1;27;11;37;22;7;12;1993;2
32021;5834253;1993;12;7;2;11;37;36;333;8;55;1;347;11;37;36;7;12;1993;2
32023;5834310;1993;12;7;2;11;38;33;44;2;23;1;27;11;38;33;7;12;1993;2
32025;5834623;1993;12;7;2;11;43;46;89;16;60;1;80;11;43;46;7;12;1993;2
32026;5834662;1993;12;7;2;11;44;25;387;4;15;1;19;11;44;25;7;12;1993;2
32027;5834684;1993;12;7;2;11;44;47;367;2;15;1;20;11;44;47;7;12;1993;2
32028;5834727;1993;12;7;2;11;45;30;131;1;51;1;324;11;45;30;7;12;1993;2
32029;5834781;1993;12;7;2;11;46;24;123;16;60;1;80;11;46;24;7;12;1993;2
32031;5834909;1993;12;7;2;11;48;32;6;2;60;1;80;11;48;32;7;12;1993;2
32032;5834918;1993;12;7;2;11;48;41;103;16;60;1;80;11;48;41;7;12;1993;2
32033;5834929;1993;12;7;2;11;48;52;28;1;48;2;418;11;48;52;7;12;1993;2
32034;5834979;1993;12;7;2;11;49;42;211;1;51;1;324;11;49;42;7;12;1993;2
32035;5835074;1993;12;7;2;11;51;17;92;16;60;1;80;11;51;17;7;12;1993;2
32036;5835166;1993;12;7;2;11;52;49;29;4;15;1;19;11;52;49;7;12;1993;2
32037;5835234;1993;12;7;2;11;53;57;374;4;15;1;19;11;53;57;7;12;1993;2
32038;5835255;1993;12;7;2;11;54;18;355;2;15;1;20;11;54;18;7;12;1993;2
32040;5835613;1993;12;7;2;12;0;16;125;1;51;1;324;12;0;16;7;12;1993;2
32045;5835815;1993;12;7;2;12;3;38;177;4;15;1;19;12;3;38;7;12;1993;2
32046;5835836;1993;12;7;2;12;3;59;156;2;15;1;20;12;3;59;7;12;1993;2
32048;5836031;1993;12;7;2;12;7;14;318;4;15;1;19;12;7;14;7;12;1993;2
32049;5836058;1993;12;7;2;12;7;41;294;2;15;1;20;12;7;41;7;12;1993;2
32050;5836233;1993;12;7;2;12;10;36;49;8;35;1;406;12;10;36;7;12;1993;2
32051;5836289;1993;12;7;2;12;11;32;71;16;35;1;406;12;11;32;7;12;1993;2
32053;5836640;1993;12;7;2;12;17;23;16;1;23;1;145;12;17;23;7;12;1993;2
32054;5836668;1993;12;7;2;12;17;51;52;2;23;1;419;12;17;51;7;12;1993;2
32055;5836690;1993;12;7;2;12;18;13;51;1;55;1;353;12;18;13;7;12;1993;2
32056;5836755;1993;12;7;2;12;19;18;311;4;15;1;19;12;19;18;7;12;1993;2
32057;5836777;1993;12;7;2;12;19;40;292;2;15;1;20;12;19;40;7;12;1993;2
32059;5836890;1993;12;7;2;12;21;33;239;1;58;1;324;12;21;33;7;12;1993;2
32060;5836931;1993;12;7;2;12;22;14;57;2;23;1;419;12;22;14;7;12;1993;2
32061;5837046;1993;12;7;2;12;24;9;19;2;23;1;419;12;24;9;7;12;1993;2
32062;5837099;1993;12;7;2;12;25;2;324;4;15;1;19;12;25;2;7;12;1993;2
32063;5837121;1993;12;7;2;12;25;24;302;2;15;1;20;12;25;24;7;12;1993;2
32064;5837144;1993;12;7;2;12;25;47;294;1;58;1;324;12;25;47;7;12;1993;2
32067;5837312;1993;12;7;2;12;28;35;0;32;56;1;-1;12;28;35;7;12;1993;2
32070;5837453;1993;12;7;2;12;30;56;389;1;58;1;324;12;30;56;7;12;1993;2
32072;5837714;1993;12;7;2;12;35;17;309;4;15;1;19;12;35;17;7;12;1993;2
32073;5837735;1993;12;7;2;12;35;38;315;2;15;1;20;12;35;38;7;12;1993;2
32074;5837859;1993;12;7;2;12;37;42;111;1;58;1;324;12;37;42;7;12;1993;2
32076;5838048;1993;12;7;2;12;40;51;135;16;21;1;262;12;40;51;7;12;1993;2
32077;5838069;1993;12;7;2;12;41;12;89;1;58;1;324;12;41;12;7;12;1993;2
32078;5838094;1993;12;7;2;12;41;37;39;32;41;1;28;12;41;37;7;12;1993;2
32079;5838130;1993;12;7;2;12;42;13;105;1;16;2;414;12;42;13;7;12;1993;2
32080;5838204;1993;12;7;2;12;43;27;78;16;21;1;262;12;43;27;7;12;1993;2
32081;5838226;1993;12;7;2;12;43;49;0;4;15;1;19;12;43;49;7;12;1993;2
32082;5838248;1993;12;7;2;12;44;11;0;2;15;1;20;12;44;11;7;12;1993;2
32083;5838255;1993;12;7;2;12;44;18;0;1;58;1;324;12;44;18;7;12;1993;2
32084;5838332;1993;12;7;2;12;45;35;168;32;21;1;262;12;45;35;7;12;1993;2
32088;5838546;1993;12;7;2;12;49;9;0;1;21;1;262;12;49;9;7;12;1993;2
32090;5838561;1993;12;7;2;12;49;24;49;1;12;2;1;12;49;24;7;12;1993;2
32091;5838607;1993;12;7;2;12;50;10;0;1;55;1;353;12;50;10;7;12;1993;2
32092;5838637;1993;12;7;2;12;50;40;0;16;40;2;80;12;50;40;7;12;1993;2
32093;5839273;1993;12;7;2;13;1;16;128;1;16;2;414;13;1;16;7;12;1993;2
32094;5839275;1993;12;7;2;13;1;18;203;4;15;1;19;13;1;18;7;12;1993;2
32095;5839304;1993;12;7;2;13;1;47;173;2;15;1;20;13;1;47;7;12;1993;2
32096;5839336;1993;12;7;2;13;2;19;121;1;52;2;411;13;2;19;7;12;1993;2
32097;5839410;1993;12;7;2;13;3;33;2498;1;55;1;11;13;3;33;7;12;1993;2
32098;5839415;1993;12;7;2;13;3;38;467;16;60;1;80;13;3;38;7;12;1993;2
32100;5839532;1993;12;7;2;13;5;35;427;4;15;1;19;13;5;35;7;12;1993;2
32102;5839553;1993;12;7;2;13;5;56;409;2;15;1;20;13;5;56;7;12;1993;2
32105;5839691;1993;12;7;2;13;8;14;138;1;52;2;411;13;8;14;7;12;1993;2
32106;5839694;1993;12;7;2;13;8;17;116;1;58;1;324;13;8;17;7;12;1993;2
32108;5839782;1993;12;7;2;13;9;45;123;1;16;2;414;13;9;45;7;12;1993;2
32109;5839845;1993;12;7;2;13;10;48;33;1;48;2;418;13;10;48;7;12;1993;2
32110;5839879;1993;12;7;2;13;11;22;277;8;55;1;347;13;11;22;7;12;1993;2
32111;5839932;1993;12;7;2;13;12;15;32;1;48;2;418;13;12;15;7;12;1993;2
32112;5839980;1993;12;7;2;13;13;3;204;1;58;1;324;13;13;3;7;12;1993;2
32113;5840003;1993;12;7;2;13;13;26;86;1;52;2;411;13;13;26;7;12;1993;2
32114;5840050;1993;12;7;2;13;14;13;1068;16;40;2;80;13;14;13;7;12;1993;2
32115;5840168;1993;12;7;2;13;16;11;29;1;48;2;420;13;16;11;7;12;1993;2
32116;5840188;1993;12;7;2;13;16;31;596;4;15;1;19;13;16;31;7;12;1993;2
32117;5840210;1993;12;7;2;13;16;53;577;2;15;1;20;13;16;53;7;12;1993;2
32119;5840251;1993;12;7;2;13;17;34;29;1;48;2;421;13;17;34;7;12;1993;2
32120;5840328;1993;12;7;2;13;18;51;138;2;55;1;347;13;18;51;7;12;1993;2
32121;5840364;1993;12;7;2;13;19;27;25;1;48;2;421;13;19;27;7;12;1993;2
32122;5840469;1993;12;7;2;13;21;12;105;1;52;2;411;13;21;12;7;12;1993;2
32123;5840525;1993;12;7;2;13;22;8;4056;32;24;1;101;13;22;8;7;12;1993;2
32124;5840550;1993;12;7;2;13;22;33;4032;8;24;1;101;13;22;33;7;12;1993;2
32125;5840616;1993;12;7;2;13;23;39;9;1;12;2;1;13;23;39;7;12;1993;2
32126;5840656;1993;12;7;2;13;24;19;253;32;12;2;-1;13;24;19;7;12;1993;2
32128;5840874;1993;12;7;2;13;27;57;84;16;40;2;80;13;27;57;7;12;1993;2
32129;5840888;1993;12;7;2;13;28;11;348;2;55;1;347;13;28;11;7;12;1993;2
32130;5840919;1993;12;7;2;13;28;42;422;8;8;1;413;13;28;42;7;12;1993;2
32131;5840991;1993;12;7;2;13;29;54;146;16;40;2;80;13;29;54;7;12;1993;2
32132;5841015;1993;12;7;2;13;30;18;169;1;16;2;414;13;30;18;7;12;1993;2
32134;5841184;1993;12;7;2;13;33;7;437;16;40;2;80;13;33;7;7;12;1993;2
32136;5841242;1993;12;7;2;13;34;5;95;1;15;1;12;13;34;5;7;12;1993;2
32137;5841286;1993;12;7;2;13;34;49;597;2;55;1;347;13;34;49;7;12;1993;2
32139;5841354;1993;12;7;2;13;35;57;30;1;15;1;12;13;35;57;7;12;1993;2
32140;5841366;1993;12;7;2;13;36;9;104;32;41;1;28;13;36;9;7;12;1993;2
32141;5841389;1993;12;7;2;13;36;32;46;4;15;1;19;13;36;32;7;12;1993;2
32142;5841406;1993;12;7;2;13;36;49;40;1;48;2;418;13;36;49;7;12;1993;2
32144;5841439;1993;12;7;2;13;37;22;603;8;8;1;413;13;37;22;7;12;1993;2
32145;5841479;1993;12;7;2;13;38;2;607;4;15;1;19;13;38;2;7;12;1993;2
32146;5841487;1993;12;7;2;13;38;10;31;1;48;2;420;13;38;10;7;12;1993;2
32147;5841510;1993;12;7;2;13;38;33;578;2;15;1;20;13;38;33;7;12;1993;2
32148;5841653;1993;12;7;2;13;40;56;8;16;40;2;80;13;40;56;7;12;1993;2
32149;5841671;1993;12;7;2;13;41;14;24;1;48;2;421;13;41;14;7;12;1993;2
32150;5841675;1993;12;7;2;13;41;18;1534;16;40;2;80;13;41;18;7;12;1993;2
32151;5841716;1993;12;7;2;13;41;59;25;1;48;2;418;13;41;59;7;12;1993;2
32152;5841760;1993;12;7;2;13;42;43;38;1;48;2;420;13;42;43;7;12;1993;2
32153;5841815;1993;12;7;2;13;43;38;30;1;48;2;421;13;43;38;7;12;1993;2
32154;5841863;1993;12;7;2;13;44;26;24;1;48;2;422;13;44;26;7;12;1993;2
32155;5841912;1993;12;7;2;13;45;15;26;1;48;2;423;13;45;15;7;12;1993;2
32156;5841916;1993;12;7;2;13;45;19;0;2;55;1;11;13;45;19;7;12;1993;2
32158;5841961;1993;12;7;2;13;46;4;37;1;48;2;424;13;46;4;7;12;1993;2
32159;5842051;1993;12;7;2;13;47;34;45;32;41;1;28;13;47;34;7;12;1993;2
32160;5842326;1993;12;7;2;13;52;9;44;32;41;1;28;13;52;9;7;12;1993;2
32162;5842515;1993;12;7;2;13;55;18;28;32;41;1;28;13;55;18;7;12;1993;2
32163;5842586;1993;12;7;2;13;56;29;51;1;15;1;12;13;56;29;7;12;1993;2
32164;5842653;1993;12;7;2;13;57;36;19;1;15;1;12;13;57;36;7;12;1993;2
32165;5842680;1993;12;7;2;13;58;3;355;4;15;1;19;13;58;3;7;12;1993;2
32166;5842694;1993;12;7;2;13;58;17;62;1;48;2;423;13;58;17;7;12;1993;2
32167;5842701;1993;12;7;2;13;58;24;151;32;24;1;396;13;58;24;7;12;1993;2
32168;5842704;1993;12;7;2;13;58;27;338;2;15;1;20;13;58;27;7;12;1993;2
32171;5842886;1993;12;7;2;14;1;29;64;8;8;1;413;14;1;29;7;12;1993;2
32174;5843052;1993;12;7;2;14;4;15;606;8;8;1;413;14;4;15;7;12;1993;2
32176;5843129;1993;12;7;2;14;5;32;1357;1;58;1;324;14;5;32;7;12;1993;2
32177;5843186;1993;12;7;2;14;6;29;48;32;41;1;28;14;6;29;7;12;1993;2
32178;5843391;1993;12;7;2;14;9;54;48;32;41;1;28;14;9;54;7;12;1993;2
32179;5843414;1993;12;7;2;14;10;17;59;1;15;1;12;14;10;17;7;12;1993;2
32180;5843514;1993;12;7;2;14;11;57;31;1;15;1;12;14;11;57;7;12;1993;2
32181;5843534;1993;12;7;2;14;12;17;151;1;16;2;414;14;12;17;7;12;1993;2
32182;5843579;1993;12;7;2;14;13;2;41;1;15;1;12;14;13;2;7;12;1993;2
32184;5843625;1993;12;7;2;14;13;48;341;4;15;1;19;14;13;48;7;12;1993;2
32185;5843627;1993;12;7;2;14;13;50;92;32;41;1;28;14;13;50;7;12;1993;2
32186;5843646;1993;12;7;2;14;14;9;326;2;15;1;20;14;14;9;7;12;1993;2
32187;5843799;1993;12;7;2;14;16;42;136;32;24;1;398;14;16;42;7;12;1993;2
32188;5843831;1993;12;7;2;14;17;14;65;8;8;1;413;14;17;14;7;12;1993;2
32189;5843901;1993;12;7;2;14;18;24;21;1;48;2;418;14;18;24;7;12;1993;2
32190;5843943;1993;12;7;2;14;19;6;35;1;48;2;420;14;19;6;7;12;1993;2
32191;5843980;1993;12;7;2;14;19;43;477;16;60;1;319;14;19;43;7;12;1993;2
32192;5843990;1993;12;7;2;14;19;53;62;1;48;2;421;14;19;53;7;12;1993;2
32193;5844031;1993;12;7;2;14;20;34;145;16;8;1;413;14;20;34;7;12;1993;2
32194;5844044;1993;12;7;2;14;20;47;83;1;16;2;414;14;20;47;7;12;1993;2
32195;5844107;1993;12;7;2;14;21;50;24;1;48;2;422;14;21;50;7;12;1993;2
32196;5844118;1993;12;7;2;14;22;1;19;16;40;2;80;14;22;1;7;12;1993;2
32197;5844132;1993;12;7;2;14;22;15;170;1;16;2;414;14;22;15;7;12;1993;2
32198;5844138;1993;12;7;2;14;22;21;25;1;48;2;423;14;22;21;7;12;1993;2
32200;5844198;1993;12;7;2;14;23;21;24;1;48;2;424;14;23;21;7;12;1993;2
32201;5844243;1993;12;7;2;14;24;6;20;1;48;2;425;14;24;6;7;12;1993;2
32202;5844278;1993;12;7;2;14;24;41;18;1;48;2;426;14;24;41;7;12;1993;2
32203;5844321;1993;12;7;2;14;25;24;17;1;48;2;427;14;25;24;7;12;1993;2
32204;5844324;1993;12;7;2;14;25;27;29;16;8;1;413;14;25;27;7;12;1993;2
32205;5844349;1993;12;7;2;14;25;52;72;16;40;2;80;14;25;52;7;12;1993;2
32206;5844354;1993;12;7;2;14;25;57;26;1;48;2;428;14;25;57;7;12;1993;2
32207;5844388;1993;12;7;2;14;26;31;54;16;40;2;80;14;26;31;7;12;1993;2
32208;5844409;1993;12;7;2;14;26;52;11;1;48;2;429;14;26;52;7;12;1993;2
32209;5844420;1993;12;7;2;14;27;3;43;16;8;1;413;14;27;3;7;12;1993;2
32210;5844427;1993;12;7;2;14;27;10;76;16;40;2;80;14;27;10;7;12;1993;2
32211;5844448;1993;12;7;2;14;27;31;63;16;40;2;80;14;27;31;7;12;1993;2
32212;5844506;1993;12;7;2;14;28;29;206;16;40;2;80;14;28;29;7;12;1993;2
32214;5844531;1993;12;7;2;14;28;54;128;16;40;2;80;14;28;54;7;12;1993;2
32215;5844534;1993;12;7;2;14;28;57;602;1;58;1;324;14;28;57;7;12;1993;2
32216;5844542;1993;12;7;2;14;29;5;185;16;8;1;413;14;29;5;7;12;1993;2
32217;5844555;1993;12;7;2;14;29;18;47;16;60;1;319;14;29;18;7;12;1993;2
32218;5844588;1993;12;7;2;14;29;51;0;32;56;1;-1;14;29;51;7;12;1993;2
32219;5844636;1993;12;7;2;14;30;39;78;1;48;2;418;14;30;39;7;12;1993;2
32220;5844641;1993;12;7;2;14;30;44;169;1;16;2;414;14;30;44;7;12;1993;2
32221;5844647;1993;12;7;2;14;30;50;33;16;60;1;319;14;30;50;7;12;1993;2
32223;5844736;1993;12;7;2;14;32;19;26;1;48;2;420;14;32;19;7;12;1993;2
32224;5844739;1993;12;7;2;14;32;22;76;16;40;2;80;14;32;22;7;12;1993;2
32226;5844783;1993;12;7;2;14;33;6;41;1;48;2;421;14;33;6;7;12;1993;2
32227;5844818;1993;12;7;2;14;33;41;61;16;40;2;80;14;33;41;7;12;1993;2
32228;5844824;1993;12;7;2;14;33;47;0;32;8;1;413;14;33;47;7;12;1993;2
32230;5844845;1993;12;7;2;14;34;8;34;1;48;2;422;14;34;8;7;12;1993;2
32231;5844889;1993;12;7;2;14;34;52;211;16;40;2;80;14;34;52;7;12;1993;2
32232;5844892;1993;12;7;2;14;34;55;34;1;48;2;423;14;34;55;7;12;1993;2
32234;5844940;1993;12;7;2;14;35;43;17;1;48;2;424;14;35;43;7;12;1993;2
32235;5844969;1993;12;7;2;14;36;12;15;1;48;2;425;14;36;12;7;12;1993;2
32236;5844995;1993;12;7;2;14;36;38;15;1;48;2;426;14;36;38;7;12;1993;2
32237;5845019;1993;12;7;2;14;37;2;18;1;48;2;427;14;37;2;7;12;1993;2
32238;5845045;1993;12;7;2;14;37;28;18;1;48;2;428;14;37;28;7;12;1993;2
32239;5845073;1993;12;7;2;14;37;56;41;1;48;2;429;14;37;56;7;12;1993;2
32240;5845097;1993;12;7;2;14;38;20;19;1;48;2;430;14;38;20;7;12;1993;2
32241;5845103;1993;12;7;2;14;38;26;6;16;40;2;80;14;38;26;7;12;1993;2
32242;5845121;1993;12;7;2;14;38;44;139;16;40;2;80;14;38;44;7;12;1993;2
32243;5845152;1993;12;7;2;14;39;15;210;1;58;1;324;14;39;15;7;12;1993;2
32244;5845205;1993;12;7;2;14;40;8;38;1;48;2;429;14;40;8;7;12;1993;2
32245;5845288;1993;12;7;2;14;41;31;72;16;40;2;80;14;41;31;7;12;1993;2
32246;5845386;1993;12;7;2;14;43;9;330;1;58;1;324;14;43;9;7;12;1993;2
32248;5845459;1993;12;7;2;14;44;22;224;16;40;2;80;14;44;22;7;12;1993;2
32249;5845463;1993;12;7;2;14;44;26;113;1;16;2;414;14;44;26;7;12;1993;2
32250;5845706;1993;12;7;2;14;48;29;3;1;58;1;410;14;48;29;7;12;1993;2
32251;5845727;1993;12;7;2;14;48;50;3;1;58;1;410;14;48;50;7;12;1993;2
32252;5845759;1993;12;7;2;14;49;22;3;16;40;2;80;14;49;22;7;12;1993;2
32253;5845774;1993;12;7;2;14;49;37;3;1;58;1;410;14;49;37;7;12;1993;2
32254;5845779;1993;12;7;2;14;49;42;3;16;40;2;80;14;49;42;7;12;1993;2
32255;5845800;1993;12;7;2;14;50;3;4;16;40;2;80;14;50;3;7;12;1993;2
32259;5845932;1993;12;7;2;14;52;15;3;1;58;1;410;14;52;15;7;12;1993;2
32260;5846101;1993;12;7;2;14;55;4;3;1;58;1;431;14;55;4;7;12;1993;2
32261;5846118;1993;12;7;2;14;55;21;0;2;55;1;11;14;55;21;7;12;1993;2
32263;5846743;1993;12;7;2;15;5;46;86;1;15;1;12;15;5;46;7;12;1993;2
32264;5846759;1993;12;7;2;15;6;2;228;1;16;2;414;15;6;2;7;12;1993;2
32265;5846786;1993;12;7;2;15;6;29;4794;32;24;1;101;15;6;29;7;12;1993;2
32267;5846839;1993;12;7;2;15;7;22;4742;8;24;1;101;15;7;22;7;12;1993;2
32268;5846849;1993;12;7;2;15;7;32;9;16;40;2;80;15;7;32;7;12;1993;2
32269;5846858;1993;12;7;2;15;7;41;30;1;15;1;12;15;7;41;7;12;1993;2
32271;5846868;1993;12;7;2;15;7;51;229;16;40;2;80;15;7;51;7;12;1993;2
32273;5846893;1993;12;7;2;15;8;16;314;4;15;1;19;15;8;16;7;12;1993;2
32274;5846915;1993;12;7;2;15;8;38;295;2;15;1;20;15;8;38;7;12;1993;2
32276;5847064;1993;12;7;2;15;11;7;135;1;16;2;414;15;11;7;7;12;1993;2
32277;5847146;1993;12;7;2;15;12;29;219;16;40;2;80;15;12;29;7;12;1993;2
32280;5847373;1993;12;7;2;15;16;16;31;16;60;1;80;15;16;16;7;12;1993;2
32281;5847451;1993;12;7;2;15;17;34;6;16;40;2;80;15;17;34;7;12;1993;2
32282;5847479;1993;12;7;2;15;18;2;789;16;40;2;80;15;18;2;7;12;1993;2
32285;5847829;1993;12;7;2;15;23;52;98;16;60;1;80;15;23;52;7;12;1993;2
32286;5847932;1993;12;7;2;15;25;35;101;16;60;1;80;15;25;35;7;12;1993;2
32287;5848047;1993;12;7;2;15;27;30;1290;16;60;1;80;15;27;30;7;12;1993;2
32288;5848066;1993;12;7;2;15;27;49;84;1;15;1;12;15;27;49;7;12;1993;2
32290;5848170;1993;12;7;2;15;29;33;24;1;15;1;12;15;29;33;7;12;1993;2
32291;5848200;1993;12;7;2;15;30;3;842;4;15;1;19;15;30;3;7;12;1993;2
32292;5848223;1993;12;7;2;15;30;26;819;2;15;1;20;15;30;26;7;12;1993;2
32294;5848421;1993;12;7;2;15;33;44;378;16;40;2;80;15;33;44;7;12;1993;2
32295;5848481;1993;12;7;2;15;34;44;112;1;16;2;414;15;34;44;7;12;1993;2
32297;5848553;1993;12;7;2;15;35;56;356;1;58;1;410;15;35;56;7;12;1993;2
32298;5848606;1993;12;7;2;15;36;49;210;1;16;2;414;15;36;49;7;12;1993;2
32303;5848811;1993;12;7;2;15;40;14;6;16;40;2;80;15;40;14;7;12;1993;2
32305;5848837;1993;12;7;2;15;40;40;240;16;40;2;80;15;40;40;7;12;1993;2
32306;5848870;1993;12;7;2;15;41;13;30;8;40;2;80;15;41;13;7;12;1993;2
32309;5848926;1993;12;7;2;15;42;9;35;8;40;2;80;15;42;9;7;12;1993;2
32310;5848932;1993;12;7;2;15;42;15;85;1;58;1;410;15;42;15;7;12;1993;2
32311;5848979;1993;12;7;2;15;43;2;30;8;40;2;80;15;43;2;7;12;1993;2
32312;5849029;1993;12;7;2;15;43;52;34;8;40;2;80;15;43;52;7;12;1993;2
32313;5849061;1993;12;7;2;15;44;24;452;4;15;1;19;15;44;24;7;12;1993;2
32314;5849082;1993;12;7;2;15;44;45;430;2;15;1;20;15;44;45;7;12;1993;2
32315;5849092;1993;12;7;2;15;44;55;70;16;40;2;80;15;44;55;7;12;1993;2
32316;5849114;1993;12;7;2;15;45;17;29;8;40;2;80;15;45;17;7;12;1993;2
32317;5849165;1993;12;7;2;15;46;8;5;16;40;2;80;15;46;8;7;12;1993;2
32318;5849179;1993;12;7;2;15;46;22;29;1;60;1;9;15;46;22;7;12;1993;2
32319;5849182;1993;12;7;2;15;46;25;194;16;40;2;80;15;46;25;7;12;1993;2
32320;5849308;1993;12;7;2;15;48;31;1030;1;58;1;410;15;48;31;7;12;1993;2
32321;5849394;1993;12;7;2;15;49;57;327;16;40;2;80;15;49;57;7;12;1993;2
32323;5849429;1993;12;7;2;15;50;32;21;16;40;2;80;15;50;32;7;12;1993;2
32324;5849546;1993;12;7;2;15;52;29;231;4;15;1;19;15;52;29;7;12;1993;2
32325;5849568;1993;12;7;2;15;52;51;209;2;15;1;20;15;52;51;7;12;1993;2
32326;5849591;1993;12;7;2;15;53;14;589;16;60;1;80;15;53;14;7;12;1993;2
32327;5849622;1993;12;7;2;15;53;45;3332;32;56;1;-1;15;53;45;7;12;1993;2
32328;5849726;1993;12;7;2;15;55;29;105;16;60;1;80;15;55;29;7;12;1993;2
32329;5849813;1993;12;7;2;15;56;56;548;4;15;1;19;15;56;56;7;12;1993;2
32330;5849832;1993;12;7;2;15;57;15;57;16;40;2;80;15;57;15;7;12;1993;2
32331;5849836;1993;12;7;2;15;57;19;526;2;15;1;20;15;57;19;7;12;1993;2
32333;5849947;1993;12;7;2;15;59;10;66;16;40;2;80;15;59;10;7;12;1993;2
32334;5850172;1993;12;7;2;16;2;55;248;16;60;1;80;16;2;55;7;12;1993;2
32337;5850332;1993;12;7;2;16;5;35;505;16;60;1;80;16;5;35;7;12;1993;2
32338;5850357;1993;12;7;2;16;6;0;1092;1;58;1;410;16;6;0;7;12;1993;2
32339;5850399;1993;12;7;2;16;6;42;24;4;15;1;19;16;6;42;7;12;1993;2
32341;5850435;1993;12;7;2;16;7;18;1942;1;16;2;414;16;7;18;7;12;1993;2
32344;5850615;1993;12;7;2;16;10;18;139;4;15;1;19;16;10;18;7;12;1993;2
32345;5850636;1993;12;7;2;16;10;39;120;2;15;1;20;16;10;39;7;12;1993;2
32346;5851001;1993;12;7;2;16;16;44;144;16;60;1;80;16;16;44;7;12;1993;2
32348;5851173;1993;12;7;2;16;19;36;53;16;60;1;80;16;19;36;7;12;1993;2
32349;5851231;1993;12;7;2;16;20;34;892;16;60;1;80;16;20;34;7;12;1993;2
32350;5851288;1993;12;7;2;16;21;31;524;4;15;1;19;16;21;31;7;12;1993;2
32351;5851310;1993;12;7;2;16;21;53;499;2;15;1;20;16;21;53;7;12;1993;2
32352;5851410;1993;12;7;2;16;23;33;403;16;40;2;80;16;23;33;7;12;1993;2
32353;5851491;1993;12;7;2;16;24;54;2610;1;58;1;410;16;24;54;7;12;1993;2
32354;5851782;1993;12;7;2;16;29;45;1562;32;24;1;101;16;29;45;7;12;1993;2
32355;5851831;1993;12;7;2;16;30;34;1514;8;24;1;101;16;30;34;7;12;1993;2
32356;5851852;1993;12;7;2;16;30;55;468;8;51;1;324;16;30;55;7;12;1993;2
32358;5851965;1993;12;7;2;16;32;48;248;16;60;1;80;16;32;48;7;12;1993;2
32361;5852143;1993;12;7;2;16;35;46;23;4;15;1;19;16;35;46;7;12;1993;2
32363;5852210;1993;12;7;2;16;36;53;44;4;15;1;19;16;36;53;7;12;1993;2
