job_number,start_time,wait_time,runtime,nodes_alloc,cpu_used,mem_used,proc_req,time_req,mem_req,status,user,user_group,executable_num,queue_num,partition,prev_job,think_time,hours,minutes,seconds,month,month,year,day_of_week,,starting_minutes,,nós alloc por 10 min,runtime 10 min,intervalos 10 min,,,,10 min utilizado,,10 min com 128 nos
36847,6505207,-1,56,16,-1,-1,-1,-1,-1,-1,23,1,27,-1,-1,-1,-1,6,0,10,15,12,1993,3,,108420.1167,10843,112,535,,0,0,,,,
36848,6505292,-1,104,16,-1,-1,-1,-1,-1,-1,23,1,27,-1,-1,-1,-1,6,1,35,15,12,1993,3,,108421.5333,10843,112,535,,0,0,,,,
36849,6505300,-1,101,16,-1,-1,-1,-1,-1,-1,23,1,443,-1,-1,-1,-1,6,1,43,15,12,1993,3,,108421.6667,10843,112,535,,0,0,,,,
36853,6505539,-1,274,64,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,6,5,42,15,12,1993,3,,108425.65,10843,112,535,,0,0,,,,
36855,6505816,-1,16,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,6,10,19,15,12,1993,3,,108430.2667,10844,73,265,,0,0,,,,
36860,6505981,-1,92,32,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,6,13,4,15,12,1993,3,,108433.0167,10844,73,265,,0,0,,,,
36861,6506004,-1,70,8,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,6,13,27,15,12,1993,3,,108433.4,10844,73,265,,0,0,,,,
36866,6506394,-1,87,32,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,6,19,57,15,12,1993,3,,108439.9,10844,73,265,,0,0,,,,
36867,6506422,-1,61,8,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,6,20,25,15,12,1993,3,,108440.3667,10845,264,225,,0,0,,,,
36868,6506589,-1,78,128,-1,-1,-1,-1,-1,-1,23,1,134,-1,-1,-1,-1,6,23,12,15,12,1993,3,,108443.15,10845,264,225,,0,0,,,,
36869,6506735,-1,86,128,-1,-1,-1,-1,-1,-1,23,1,134,-1,-1,-1,-1,6,25,38,15,12,1993,3,,108445.5833,10845,264,225,,0,0,,,,
36873,6507406,-1,96,32,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,6,36,49,15,12,1993,3,,108456.7667,10846,40,170,,0,0,,,,
36874,6507430,-1,74,8,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,6,37,13,15,12,1993,3,,108457.1667,10846,40,170,,0,0,,,,
36875,6507689,-1,14,1,-1,-1,-1,-1,-1,-1,23,1,145,-1,-1,-1,-1,6,41,32,15,12,1993,3,,108461.4833,10847,41,169,,0,0,,,,
36876,6507979,-1,86,32,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,6,46,22,15,12,1993,3,,108466.3167,10847,41,169,,0,0,,,,
36877,6507998,-1,69,8,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,6,46,41,15,12,1993,3,,108466.6333,10847,41,169,,0,0,,,,
36878,6508766,-1,89,32,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,6,59,29,15,12,1993,3,,108479.4333,10848,40,162,,0,0,,,,
36879,6508785,-1,73,8,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,6,59,48,15,12,1993,3,,108479.75,10848,40,162,,0,0,,,,
36880,6509151,-1,110,32,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,7,5,54,15,12,1993,3,,108485.85,10849,40,192,,0,0,,,,
36881,6509181,-1,82,8,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,7,6,24,15,12,1993,3,,108486.35,10849,40,192,,0,0,,,,
36882,6509480,-1,21,1,-1,-1,-1,-1,-1,-1,15,1,12,-1,-1,-1,-1,7,11,23,15,12,1993,3,,108491.3333,10850,92,2510,,0,0,,,,
36883,6509528,-1,37,1,-1,-1,-1,-1,-1,-1,15,1,12,-1,-1,-1,-1,7,12,11,15,12,1993,3,,108492.1333,10850,92,2510,,0,0,,,,
36884,6509575,-1,39,1,-1,-1,-1,-1,-1,-1,15,1,12,-1,-1,-1,-1,7,12,58,15,12,1993,3,,108492.9167,10850,92,2510,,0,0,,,,
36885,6509618,-1,104,4,-1,-1,-1,-1,-1,-1,15,1,19,-1,-1,-1,-1,7,13,41,15,12,1993,3,,108493.6333,10850,92,2510,,0,0,,,,
36886,6509641,-1,80,2,-1,-1,-1,-1,-1,-1,15,1,20,-1,-1,-1,-1,7,14,4,15,12,1993,3,,108494.0167,10850,92,2510,,0,0,,,,
36887,6509647,-1,139,32,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,7,14,10,15,12,1993,3,,108494.1167,10850,92,2510,,0,0,,,,
36888,6509650,-1,36,1,-1,-1,-1,-1,-1,-1,15,1,12,-1,-1,-1,-1,7,14,13,15,12,1993,3,,108494.1667,10850,92,2510,,0,0,,,,
36889,6509725,-1,16,4,-1,-1,-1,-1,-1,-1,15,1,19,-1,-1,-1,-1,7,15,28,15,12,1993,3,,108495.4167,10850,92,2510,,0,0,,,,
36890,6509764,-1,850,4,-1,-1,-1,-1,-1,-1,15,1,19,-1,-1,-1,-1,7,16,7,15,12,1993,3,,108496.0667,10850,92,2510,,0,0,,,,
36891,6509786,-1,831,2,-1,-1,-1,-1,-1,-1,15,1,20,-1,-1,-1,-1,7,16,29,15,12,1993,3,,108496.4333,10850,92,2510,,0,0,,,,
36892,6509805,-1,198,32,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,7,16,48,15,12,1993,3,,108496.75,10850,92,2510,,0,0,,,,
36893,6509849,-1,159,8,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,7,17,32,15,12,1993,3,,108497.4833,10850,92,2510,,0,0,,,,
36894,6510347,-1,61,4,-1,-1,-1,-1,-1,-1,55,1,347,-1,-1,-1,-1,7,25,50,15,12,1993,3,,108505.7833,10851,36,122,,0,0,,,,
36895,6510437,-1,61,32,-1,-1,-1,-1,-1,-1,55,1,347,-1,-1,-1,-1,7,27,20,15,12,1993,3,,108507.2833,10851,36,122,,0,0,,,,
36896,6510946,-1,34,1,-1,-1,-1,-1,-1,-1,15,1,12,-1,-1,-1,-1,7,35,49,15,12,1993,3,,108515.7667,10852,12,268,,0,0,,,,
36897,6510989,-1,115,4,-1,-1,-1,-1,-1,-1,15,1,19,-1,-1,-1,-1,7,36,32,15,12,1993,3,,108516.4833,10852,12,268,,0,0,,,,
36898,6511010,-1,95,2,-1,-1,-1,-1,-1,-1,15,1,20,-1,-1,-1,-1,7,36,53,15,12,1993,3,,108516.8333,10852,12,268,,0,0,,,,
36899,6511106,-1,5,4,-1,-1,-1,-1,-1,-1,15,1,19,-1,-1,-1,-1,7,38,29,15,12,1993,3,,108518.4333,10852,12,268,,0,0,,,,
36900,6511150,-1,19,1,-1,-1,-1,-1,-1,-1,15,1,12,-1,-1,-1,-1,7,39,13,15,12,1993,3,,108519.1667,10852,12,268,,0,0,,,,
36901,6511204,-1,836,4,-1,-1,-1,-1,-1,-1,15,1,19,-1,-1,-1,-1,7,40,7,15,12,1993,3,,108520.0667,10853,169,2276,,0,0,,,,
36902,6511226,-1,817,2,-1,-1,-1,-1,-1,-1,15,1,20,-1,-1,-1,-1,7,40,29,15,12,1993,3,,108520.4333,10853,169,2276,,0,0,,,,
36903,6511307,-1,35,32,-1,-1,-1,-1,-1,-1,55,1,347,-1,-1,-1,-1,7,41,50,15,12,1993,3,,108521.7833,10853,169,2276,,0,0,,,,
36904,6511406,-1,9,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,7,43,29,15,12,1993,3,,108523.4333,10853,169,2276,,0,0,,,,
36905,6511465,-1,10,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,7,44,28,15,12,1993,3,,108524.4167,10853,169,2276,,0,0,,,,
36906,6511529,-1,224,64,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,7,45,32,15,12,1993,3,,108525.4833,10853,169,2276,,0,0,,,,
36907,6511551,-1,62,32,-1,-1,-1,-1,-1,-1,55,1,347,-1,-1,-1,-1,7,45,54,15,12,1993,3,,108525.85,10853,169,2276,,0,0,,,,
36908,6511705,-1,258,32,-1,-1,-1,-1,-1,-1,55,1,347,-1,-1,-1,-1,7,48,28,15,12,1993,3,,108528.4167,10853,169,2276,,0,0,,,,
36909,6511757,-1,25,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,7,49,20,15,12,1993,3,,108529.2833,10853,169,2276,,0,0,,,,
36910,6511863,-1,10,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,7,51,6,15,12,1993,3,,108531.05,10854,139,2640,,0,0,,,,
36911,6511877,-1,11,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,7,51,20,15,12,1993,3,,108531.2833,10854,139,2640,,0,0,,,,
36912,6511939,-1,243,64,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,7,52,22,15,12,1993,3,,108532.3167,10854,139,2640,,0,0,,,,
36913,6512113,-1,2004,32,-1,-1,-1,-1,-1,-1,55,1,347,-1,-1,-1,-1,7,55,16,15,12,1993,3,,108535.2167,10854,139,2640,,0,0,,,,
36914,6512187,-1,21,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,7,56,30,15,12,1993,3,,108536.45,10854,139,2640,,0,0,,,,
36915,6512236,-1,193,32,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,7,57,19,15,12,1993,3,,108537.2667,10854,139,2640,,0,0,,,,
36916,6512273,-1,158,8,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,7,57,56,15,12,1993,3,,108537.8833,10854,139,2640,,0,0,,,,
36917,6512450,-1,15,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,8,0,53,15,12,1993,3,,108540.8333,10855,201,2236,,0,0,,,,
36918,6512545,-1,211,64,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,2,28,15,12,1993,3,,108542.4167,10855,201,2236,,0,0,,,,
36919,6512645,-1,837,4,-1,-1,-1,-1,-1,-1,15,1,19,-1,-1,-1,-1,8,4,8,15,12,1993,3,,108544.0833,10855,201,2236,,0,0,,,,
36920,6512670,-1,813,2,-1,-1,-1,-1,-1,-1,15,1,20,-1,-1,-1,-1,8,4,33,15,12,1993,3,,108544.5,10855,201,2236,,0,0,,,,
36921,6512762,-1,30,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,8,6,5,15,12,1993,3,,108546.0333,10855,201,2236,,0,0,,,,
36922,6512774,-1,114,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,6,17,15,12,1993,3,,108546.2333,10855,201,2236,,0,0,,,,
36923,6512830,-1,10,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,8,7,13,15,12,1993,3,,108547.1667,10855,201,2236,,0,0,,,,
36924,6512894,-1,206,64,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,8,17,15,12,1993,3,,108548.2333,10855,201,2236,,0,0,,,,
36925,6513102,-1,11,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,8,11,45,15,12,1993,3,,108551.7,10856,228,483,,0,0,,,,
36926,6513103,-1,22,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,8,11,46,15,12,1993,3,,108551.7167,10856,228,483,,0,0,,,,
36927,6513153,-1,44,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,12,36,15,12,1993,3,,108552.55,10856,228,483,,0,0,,,,
36928,6513176,-1,29,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,8,12,59,15,12,1993,3,,108552.9333,10856,228,483,,0,0,,,,
36929,6513228,-1,103,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,13,51,15,12,1993,3,,108553.8,10856,228,483,,0,0,,,,
36930,6513358,-1,108,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,16,1,15,12,1993,3,,108555.9667,10856,228,483,,0,0,,,,
36931,6513383,-1,14,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,8,16,26,15,12,1993,3,,108556.3833,10856,228,483,,0,0,,,,
36932,6513499,-1,152,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,18,22,15,12,1993,3,,108558.3167,10856,228,483,,0,0,,,,
36933,6513654,-1,631,1,-1,-1,-1,-1,-1,-1,15,1,12,-1,-1,-1,-1,8,20,57,15,12,1993,3,,108560.9,10857,355,1226,,0,0,,,,
36934,6513679,-1,46,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,21,22,15,12,1993,3,,108561.3167,10857,355,1226,,0,0,,,,
36935,6513702,-1,29,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,8,21,45,15,12,1993,3,,108561.7,10857,355,1226,,0,0,,,,
36936,6513754,-1,38,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,22,37,15,12,1993,3,,108562.5667,10857,355,1226,,0,0,,,,
36937,6513815,-1,107,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,23,38,15,12,1993,3,,108563.5833,10857,355,1226,,0,0,,,,
36938,6513891,-1,19,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,8,24,54,15,12,1993,3,,108564.85,10857,355,1226,,0,0,,,,
36939,6513947,-1,106,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,25,50,15,12,1993,3,,108565.7833,10857,355,1226,,0,0,,,,
36940,6514081,-1,70,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,28,4,15,12,1993,3,,108568.0167,10857,355,1226,,0,0,,,,
36941,6514128,-1,180,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,28,51,15,12,1993,3,,108568.8,10857,355,1226,,0,0,,,,
36942,6514240,-1,127,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,30,43,15,12,1993,3,,108570.6667,10858,259,1298,,0,0,,,,
36943,6514322,-1,61,1,-1,-1,-1,-1,-1,-1,15,1,12,-1,-1,-1,-1,8,32,5,15,12,1993,3,,108572.0333,10858,259,1298,,0,0,,,,
36944,6514369,-1,251,64,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,32,52,15,12,1993,3,,108572.8167,10858,259,1298,,0,0,,,,
36945,6514403,-1,355,1,-1,-1,-1,-1,-1,-1,15,1,12,-1,-1,-1,-1,8,33,26,15,12,1993,3,,108573.3833,10858,259,1298,,0,0,,,,
36947,6514623,-1,24,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,8,37,6,15,12,1993,3,,108577.05,10858,259,1298,,0,0,,,,
36948,6514678,-1,421,64,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,38,1,15,12,1993,3,,108577.9667,10858,259,1298,,0,0,,,,
36949,6514771,-1,59,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,39,34,15,12,1993,3,,108579.5167,10858,259,1298,,0,0,,,,
36950,6514844,-1,52,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,40,47,15,12,1993,3,,108580.7333,10859,681,1677,,0,0,,,,
36951,6514914,-1,46,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,41,57,15,12,1993,3,,108581.9,10859,681,1677,,0,0,,,,
36952,6514974,-1,36,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,42,57,15,12,1993,3,,108582.9,10859,681,1677,,0,0,,,,
36953,6515024,-1,33,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,43,47,15,12,1993,3,,108583.7333,10859,681,1677,,0,0,,,,
36954,6515068,-1,38,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,44,31,15,12,1993,3,,108584.4667,10859,681,1677,,0,0,,,,
36955,6515110,-1,11,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,8,45,13,15,12,1993,3,,108585.1667,10859,681,1677,,0,0,,,,
36956,6515122,-1,34,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,45,25,15,12,1993,3,,108585.3667,10859,681,1677,,0,0,,,,
36957,6515123,-1,29,1,-1,-1,-1,-1,-1,-1,15,1,12,-1,-1,-1,-1,8,45,26,15,12,1993,3,,108585.3833,10859,681,1677,,0,0,,,,
36958,6515158,-1,424,4,-1,-1,-1,-1,-1,-1,15,1,19,-1,-1,-1,-1,8,46,1,15,12,1993,3,,108585.9667,10859,681,1677,,0,0,,,,
36959,6515173,-1,38,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,46,16,15,12,1993,3,,108586.2167,10859,681,1677,,0,0,,,,
36960,6515180,-1,402,2,-1,-1,-1,-1,-1,-1,15,1,20,-1,-1,-1,-1,8,46,23,15,12,1993,3,,108586.3333,10859,681,1677,,0,0,,,,
36961,6515228,-1,46,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,47,11,15,12,1993,3,,108587.1333,10859,681,1677,,0,0,,,,
36962,6515252,-1,26,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,8,47,35,15,12,1993,3,,108587.5333,10859,681,1677,,0,0,,,,
36963,6515287,-1,41,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,48,10,15,12,1993,3,,108588.1167,10859,681,1677,,0,0,,,,
36964,6515335,-1,375,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,48,58,15,12,1993,3,,108588.9167,10859,681,1677,,0,0,,,,
36965,6515352,-1,46,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,49,15,15,12,1993,3,,108589.2,10859,681,1677,,0,0,,,,
36966,6515415,-1,49,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,50,18,15,12,1993,3,,108590.25,10860,552,6321,,0,0,,,,
36968,6515476,-1,37,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,51,19,15,12,1993,3,,108591.2667,10860,552,6321,,0,0,,,,
36969,6515529,-1,31,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,52,12,15,12,1993,3,,108592.15,10860,552,6321,,0,0,,,,
36970,6515570,-1,33,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,52,53,15,12,1993,3,,108592.8333,10860,552,6321,,0,0,,,,
36971,6515622,-1,33,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,53,45,15,12,1993,3,,108593.7,10860,552,6321,,0,0,,,,
36972,6515680,-1,2601,4,-1,-1,-1,-1,-1,-1,15,1,19,-1,-1,-1,-1,8,54,43,15,12,1993,3,,108594.6667,10860,552,6321,,0,0,,,,
36973,6515702,-1,2580,2,-1,-1,-1,-1,-1,-1,15,1,20,-1,-1,-1,-1,8,55,5,15,12,1993,3,,108595.0333,10860,552,6321,,0,0,,,,
36974,6515711,-1,20,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,8,55,14,15,12,1993,3,,108595.1833,10860,552,6321,,0,0,,,,
36975,6515724,-1,114,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,55,27,15,12,1993,3,,108595.4,10860,552,6321,,0,0,,,,
36976,6515788,-1,10,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,8,56,31,15,12,1993,3,,108596.4667,10860,552,6321,,0,0,,,,
36979,6515860,-1,117,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,57,43,15,12,1993,3,,108597.6667,10860,552,6321,,0,0,,,,
36980,6515870,-1,585,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,57,53,15,12,1993,3,,108597.8333,10860,552,6321,,0,0,,,,
36981,6515993,-1,111,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,8,59,56,15,12,1993,3,,108599.8833,10860,552,6321,,0,0,,,,
36983,6516117,-1,111,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,9,2,0,15,12,1993,3,,108601.95,10861,300,848,,0,0,,,,
36984,6516247,-1,106,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,9,4,10,15,12,1993,3,,108604.1167,10861,300,848,,0,0,,,,
36985,6516302,-1,15,1,-1,-1,-1,-1,-1,-1,9,2,9,-1,-1,-1,-1,9,5,5,15,12,1993,3,,108605.0333,10861,300,848,,0,0,,,,
36986,6516371,-1,133,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,9,6,14,15,12,1993,3,,108606.1833,10861,300,848,,0,0,,,,
36987,6516458,-1,44,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,9,7,41,15,12,1993,3,,108607.6333,10861,300,848,,0,0,,,,
36988,6516459,-1,15,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,9,7,42,15,12,1993,3,,108607.65,10861,300,848,,0,0,,,,
36989,6516483,-1,157,32,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,9,8,6,15,12,1993,3,,108608.05,10861,300,848,,0,0,,,,
36990,6516527,-1,115,8,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,9,8,50,15,12,1993,3,,108608.7833,10861,300,848,,0,0,,,,
36991,6516546,-1,130,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,9,9,9,15,12,1993,3,,108609.1,10861,300,848,,0,0,,,,
36993,6516578,-1,22,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,9,9,41,15,12,1993,3,,108609.6333,10861,300,848,,0,0,,,,
36994,6516657,-1,1012,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,9,11,0,15,12,1993,3,,108610.95,10862,288,1466,,0,0,,,,
36995,6516691,-1,123,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,9,11,34,15,12,1993,3,,108611.5167,10862,288,1466,,0,0,,,,
36996,6516834,-1,115,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,9,13,57,15,12,1993,3,,108613.9,10862,288,1466,,0,0,,,,
36997,6516982,-1,111,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,9,16,25,15,12,1993,3,,108616.3667,10862,288,1466,,0,0,,,,
36999,6517106,-1,105,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,9,18,29,15,12,1993,3,,108618.4333,10862,288,1466,,0,0,,,,
37000,6517232,-1,107,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,9,20,35,15,12,1993,3,,108620.5333,10863,162,1291,,0,0,,,,
37002,6517361,-1,106,64,-1,-1,-1,-1,-1,-1,41,1,28,-1,-1,-1,-1,9,22,44,15,12,1993,3,,108622.6833,10863,162,1291,,0,0,,,,
37006,6517689,-1,9,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,9,28,12,15,12,1993,3,,108628.15,10863,162,1291,,0,0,,,,
37007,6517702,-1,16,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,9,28,25,15,12,1993,3,,108628.3667,10863,162,1291,,0,0,,,,
37008,6517785,-1,1053,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,9,29,48,15,12,1993,3,,108629.75,10863,162,1291,,0,0,,,,
37009,6517814,-1,237,32,-1,-1,-1,-1,-1,-1,12,2,-1,-1,-1,-1,-1,9,30,17,15,12,1993,3,,108630.2333,10864,38,2480,,0,0,,,,
37011,6518283,-1,1135,4,-1,-1,-1,-1,-1,-1,15,1,19,-1,-1,-1,-1,9,38,6,15,12,1993,3,,108638.05,10864,38,2480,,0,0,,,,
37012,6518311,-1,1108,2,-1,-1,-1,-1,-1,-1,15,1,20,-1,-1,-1,-1,9,38,34,15,12,1993,3,,108638.5167,10864,38,2480,,0,0,,,,
37014,6518840,-1,17,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,9,47,23,15,12,1993,3,,108647.3333,10865,2,27,,0,0,,,,
37016,6519000,-1,10,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,9,50,3,15,12,1993,3,,108650,10865,2,27,,0,0,,,,
37017,6519054,-1,1077,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,9,50,57,15,12,1993,3,,108650.9,10866,80,3460,,0,0,,,,
37019,6519199,-1,76,4,-1,-1,-1,-1,-1,-1,7,1,37,-1,-1,-1,-1,9,53,22,15,12,1993,3,,108653.3167,10866,80,3460,,0,0,,,,
37021,6519276,-1,67,8,-1,-1,-1,-1,-1,-1,7,1,37,-1,-1,-1,-1,9,54,39,15,12,1993,3,,108654.6,10866,80,3460,,0,0,,,,
37023,6519341,-1,43,1,-1,-1,-1,-1,-1,-1,15,1,12,-1,-1,-1,-1,9,55,44,15,12,1993,3,,108655.6833,10866,80,3460,,0,0,,,,
37024,6519345,-1,82,16,-1,-1,-1,-1,-1,-1,7,1,37,-1,-1,-1,-1,9,55,48,15,12,1993,3,,108655.75,10866,80,3460,,0,0,,,,
37026,6519398,-1,18,1,-1,-1,-1,-1,-1,-1,15,1,12,-1,-1,-1,-1,9,56,41,15,12,1993,3,,108656.6333,10866,80,3460,,0,0,,,,
37027,6519422,-1,982,4,-1,-1,-1,-1,-1,-1,15,1,19,-1,-1,-1,-1,9,57,5,15,12,1993,3,,108657.0333,10866,80,3460,,0,0,,,,
37028,6519443,-1,964,2,-1,-1,-1,-1,-1,-1,15,1,20,-1,-1,-1,-1,9,57,26,15,12,1993,3,,108657.3833,10866,80,3460,,0,0,,,,
37029,6519512,-1,84,4,-1,-1,-1,-1,-1,-1,7,1,37,-1,-1,-1,-1,9,58,35,15,12,1993,3,,108658.5333,10866,80,3460,,0,0,,,,
37030,6519600,-1,67,8,-1,-1,-1,-1,-1,-1,7,1,37,-1,-1,-1,-1,10,0,3,15,12,1993,3,,108660,10866,80,3460,,0,0,,,,
37031,6519669,-1,68,16,-1,-1,-1,-1,-1,-1,7,1,37,-1,-1,-1,-1,10,1,12,15,12,1993,3,,108661.15,10867,102,374,,0,0,,,,
37033,6519824,-1,45,4,-1,-1,-1,-1,-1,-1,52,2,454,-1,-1,-1,-1,10,3,47,15,12,1993,3,,108663.7333,10867,102,374,,0,0,,,,
37034,6519869,-1,10,32,-1,-1,-1,-1,-1,-1,24,1,101,-1,-1,-1,-1,10,4,32,15,12,1993,3,,108664.4833,10867,102,374,,0,0,,,,
37035,6519911,-1,69,16,-1,-1,-1,-1,-1,-1,7,1,37,-1,-1,-1,-1,10,5,14,15,12,1993,3,,108665.1833,10867,102,374,,0,0,,,,
37036,6519987,-1,58,16,-1,-1,-1,-1,-1,-1,7,1,37,-1,-1,-1,-1,10,6,30,15,12,1993,3,,108666.45,10867,102,374,,0,0,,,,
